Year,Country,Rank,Name,Overall Score
2023,United Kingdom,905.0,Edge Hill University,31.5775
2023,United Kingdom,924.0,University of Roehampton,31.3225
2023,United Kingdom,983.0,University of Salford,30.2225
2023,United Kingdom,995.0,Kingston University,29.860000000000003
2023,United Kingdom,1001.0,University of Central Lancashire,29.71
2023,United Kingdom,1034.0,University of Westminster,29.02
2023,United Kingdom,1051.0,Teesside University,28.4025
2023,United Kingdom,1064.0,University of East London,28.1225
2023,United Kingdom,1135.0,Robert Gordon University,26.2975
2023,United Kingdom,1143.0,Cardiff Metropolitan University,26.125
2023,United Kingdom,1189.0,University of Sunderland,24.6875
2023,United Kingdom,1194.0,University of South Wales,24.55
2023,United Kingdom,1214.0,Staffordshire University,24.025
2023,United Kingdom,1230.0,Canterbury Christ Church University,23.6725
2023,United Kingdom,1406.0,University of Chester,20.2975
2024,United Kingdom,1.0,University of Oxford,98.45749999999998
2024,United Kingdom,5.0,University of Cambridge,97.482
2024,United Kingdom,8.0,Imperial College London,95.099
2024,United Kingdom,22.0,UCL,88.11449999999999
2024,United Kingdom,30.0,University of Edinburgh,82.5205
2024,United Kingdom,38.0,King’s College London,79.0105
2024,United Kingdom,46.0,London School of Economics and Political Science,76.781
2024,United Kingdom,51.0,University of Manchester,75.596
2024,United Kingdom,81.0,University of Bristol,69.77099999999999
2024,United Kingdom,87.0,University of Glasgow,68.24699999999999
2024,United Kingdom,98.0,University of Southampton,66.926
2024,United Kingdom,101.0,University of Birmingham,66.56299999999999
2024,United Kingdom,105.0,University of Sheffield,66.205
2024,United Kingdom,107.0,University of Warwick,66.04849999999999
2024,United Kingdom,129.0,University of Leeds,63.8755
2024,United Kingdom,131.0,University of Nottingham,63.751
2024,United Kingdom,135.0,Queen Mary University of London,63.12950000000001
2024,United Kingdom,147.0,University of York,62.3985
2024,United Kingdom,157.0,Lancaster University,61.756
2024,United Kingdom,169.0,University of Liverpool,60.83200000000001
2024,United Kingdom,173.0,Newcastle University,60.7645
2024,United Kingdom,174.0,Durham University,60.5965
2024,United Kingdom,179.0,University of Exeter,60.168000000000006
2024,United Kingdom,190.0,Cardiff University,59.28
2024,United Kingdom,197.0,University of St Andrews,58.963
2024,United Kingdom,210.0,University of Leicester,58.2695
2024,United Kingdom,214.0,University of Reading,58.061
2024,United Kingdom,219.0,Queen’s University Belfast,57.64
2024,United Kingdom,234.0,University of Sussex,56.6945
2024,United Kingdom,242.0,University of Aberdeen,56.1285
2024,United Kingdom,252.0,University of Surrey,55.81849999999999
2024,United Kingdom,277.0,University of East Anglia,54.441
2024,United Kingdom,281.0,University of Bath,54.3025
2024,United Kingdom,293.0,Loughborough University,53.63399999999999
2024,United Kingdom,302.0,Swansea University,53.0345
2024,United Kingdom,309.0,University of Dundee,52.808
2024,United Kingdom,326.0,University of Essex,51.985
2024,United Kingdom,345.0,"Royal Holloway, University of London",51.146
2024,United Kingdom,346.0,University of Strathclyde,51.1255
2024,United Kingdom,348.0,"St George’s, University of London",51.099
2024,United Kingdom,370.0,"City, University of London",50.2585
2024,United Kingdom,386.0,Heriot-Watt University,49.47849999999999
2024,United Kingdom,397.0,Brunel University London,49.113
2024,United Kingdom,402.0,University of Kent,48.9205
2024,United Kingdom,408.0,Aston University,48.688
2024,United Kingdom,438.0,SOAS University of London,47.7205
2024,United Kingdom,442.0,University of Stirling,47.598
2024,United Kingdom,451.0,Bournemouth University,47.184
2024,United Kingdom,453.0,Royal Veterinary College,47.1095
2024,United Kingdom,472.0,Bangor University,46.476000000000006
2024,United Kingdom,478.0,University of Hull,46.217000000000006
2024,United Kingdom,485.0,University of Plymouth,46.088
2024,United Kingdom,489.0,University of Portsmouth,45.7765
2024,United Kingdom,490.0,"Goldsmiths, University of London",45.773
2024,United Kingdom,510.0,Brighton and Sussex Medical School,45.0415
2024,United Kingdom,512.0,Middlesex University,44.968
2024,United Kingdom,522.0,University of Bradford,44.591
2024,United Kingdom,533.0,Keele University,44.20799999999999
2024,United Kingdom,536.0,Northumbria University,44.0315
2024,United Kingdom,537.0,Aberystwyth University,44.022
2024,United Kingdom,539.0,Anglia Ruskin University (ARU),43.95099999999999
2024,United Kingdom,542.0,University of Huddersfield,43.8945
2024,United Kingdom,545.0,Nottingham Trent University,43.763
2024,United Kingdom,549.0,University of Greenwich,43.612
2024,United Kingdom,568.0,Manchester Metropolitan University,42.9855
2024,United Kingdom,569.0,Edinburgh Napier University,42.98100000000001
2024,United Kingdom,571.0,University of Lincoln,42.9565
2024,United Kingdom,572.0,Liverpool John Moores University,42.92
2024,United Kingdom,597.0,University of the West of England,41.98549999999999
2024,United Kingdom,636.0,SRUC (Scotland’s Rural College),40.9015
2024,United Kingdom,664.0,Oxford Brookes University,40.03
2024,United Kingdom,677.0,De Montfort University,39.7725
2024,United Kingdom,684.0,Coventry University,39.6085
2024,United Kingdom,688.0,Ulster University,39.5635
2024,United Kingdom,704.0,University of the West of Scotland,39.2735
2024,United Kingdom,718.0,Birmingham City University,38.936
2024,United Kingdom,759.0,London South Bank University,37.8715
2024,United Kingdom,764.0,University of Hertfordshire,37.759
2024,United Kingdom,769.0,Glasgow Caledonian University,37.6615
2024,United Kingdom,781.0,University of Derby,37.3945
2024,United Kingdom,784.0,The Open University,37.3745
2024,United Kingdom,800.0,University of Wolverhampton,37.018
2024,United Kingdom,822.0,Leeds Beckett University,36.463
2024,United Kingdom,824.0,University of Roehampton,36.427
2024,United Kingdom,832.0,University of Salford,36.267
2024,United Kingdom,842.0,Sheffield Hallam University,36.033
2024,United Kingdom,858.0,University of Westminster,35.6945
2024,United Kingdom,871.0,University of Brighton,35.562
2024,United Kingdom,894.0,Kingston University,35.2325
2024,United Kingdom,985.0,Robert Gordon University,32.983
2024,United Kingdom,995.0,University of Gloucestershire,32.7805
2024,United Kingdom,1003.0,University of Central Lancashire,32.515
2024,United Kingdom,1008.0,University of Bedfordshire,32.346
2024,United Kingdom,1015.0,Teesside University,32.254
2024,United Kingdom,1069.0,Edge Hill University,31.004
2024,United Kingdom,1086.0,University of East London,30.6055
2024,United Kingdom,1087.0,University of Winchester,30.5775
2024,United Kingdom,1091.0,University of West London,30.49
2024,United Kingdom,1142.0,University of South Wales,29.4705
2024,United Kingdom,1177.0,Staffordshire University,28.735499999999995
2024,United Kingdom,1179.0,Canterbury Christ Church University,28.6785
2024,United Kingdom,1230.0,Cardiff Metropolitan University,27.695
2024,United Kingdom,1242.0,University of Sunderland,27.354000000000003
2024,United Kingdom,1435.0,University of Chester,23.977
2025,United Kingdom,1.0,University of Oxford,98.4775
2025,United Kingdom,5.0,University of Cambridge,97.36
2025,United Kingdom,9.0,Imperial College London,94.419
2025,United Kingdom,22.0,UCL,87.73349999999999
2025,United Kingdom,29.0,University of Edinburgh,82.501
2025,United Kingdom,37.0,King’s College London,78.7745
2025,United Kingdom,51.0,London School of Economics and Political Science,75.859
2025,United Kingdom,53.0,University of Manchester,75.53599999999999
2025,United Kingdom,78.0,University of Bristol,70.02099999999999
2025,United Kingdom,87.0,University of Glasgow,67.79849999999999
2025,United Kingdom,94.0,University of Birmingham,67.09599999999999
2025,United Kingdom,99.0,University of Sheffield,66.28049999999999
2025,United Kingdom,106.0,University of Warwick,65.75250000000001
2025,United Kingdom,115.0,University of Southampton,65.27749999999999
2025,United Kingdom,123.0,University of Leeds,64.521
2025,United Kingdom,138.0,University of Nottingham,62.642
2025,United Kingdom,141.0,Queen Mary University of London,62.2965
2025,United Kingdom,146.0,University of York,62.1455
2025,United Kingdom,157.0,Newcastle University,61.4115
2025,United Kingdom,161.0,University of Liverpool,61.053
2025,United Kingdom,170.0,Lancaster University,60.70499999999999
2025,United Kingdom,173.0,Durham University,60.3655
2025,United Kingdom,174.0,University of Exeter,60.3605
2025,United Kingdom,185.0,University of St Andrews,59.543
2025,United Kingdom,194.0,University of Leicester,59.197
2025,United Kingdom,204.0,Cardiff University,58.5635
2025,United Kingdom,207.0,Queen’s University Belfast,58.3625
2025,United Kingdom,209.0,University of Reading,58.3435
2025,United Kingdom,233.0,University of Surrey,56.926
2025,United Kingdom,240.0,University of Sussex,56.3715
2025,United Kingdom,250.0,University of Aberdeen,55.745
2025,United Kingdom,259.0,University of Bath,55.499
2025,United Kingdom,281.0,University of East Anglia,54.44749999999999
2025,United Kingdom,313.0,Loughborough University,52.841
2025,United Kingdom,315.0,Swansea University,52.788
2025,United Kingdom,320.0,University of Dundee,52.558
2025,United Kingdom,325.0,"Birkbeck, University of London",52.3685
2025,United Kingdom,330.0,"St George’s, University of London",52.0255
2025,United Kingdom,361.0,University of Essex,50.8305
2025,United Kingdom,363.0,University of Strathclyde,50.7455
2025,United Kingdom,377.0,University of Kent,50.2045
2025,United Kingdom,394.0,"City, University of London",49.5005
2025,United Kingdom,396.0,Aston University,49.496
2025,United Kingdom,400.0,Brunel University of London,49.35799999999999
2025,United Kingdom,402.0,Heriot-Watt University,49.2325
2025,United Kingdom,404.0,"Royal Holloway, University of London",49.1765
2025,United Kingdom,429.0,SOAS University of London,48.41
2025,United Kingdom,439.0,University of Portsmouth,47.968
2025,United Kingdom,449.0,Bournemouth University,47.7
2025,United Kingdom,472.0,University of Stirling,46.8225
2025,United Kingdom,478.0,Northumbria University,46.7215
2025,United Kingdom,491.0,Bangor University,46.228
2025,United Kingdom,496.0,University of Hull,46.065
2025,United Kingdom,502.0,Royal Veterinary College,45.9025
2025,United Kingdom,508.0,"Goldsmiths, University of London",45.524
2025,United Kingdom,526.0,University of Plymouth,44.926
2025,United Kingdom,542.0,Middlesex University,44.64849999999999
2025,United Kingdom,549.0,University of Greenwich,44.4925
2025,United Kingdom,552.0,University of Huddersfield,44.438
2025,United Kingdom,555.0,University of Bradford,44.40549999999999
2025,United Kingdom,586.0,Keele University,43.6885
2025,United Kingdom,598.0,Edinburgh Napier University,43.372
2025,United Kingdom,599.0,Anglia Ruskin University (ARU),43.30850000000001
2025,United Kingdom,603.0,Liverpool John Moores University,43.1795
2025,United Kingdom,604.0,Nottingham Trent University,43.15149999999999
2025,United Kingdom,618.0,Manchester Metropolitan University,42.5915
2025,United Kingdom,634.0,University of the West of England,42.298
2025,United Kingdom,649.0,University of the West of Scotland,41.809
2025,United Kingdom,653.0,University of Lincoln,41.667
2025,United Kingdom,661.0,Aberystwyth University,41.57
2025,United Kingdom,676.0,SRUC (Scotland’s Rural College),41.2005
2025,United Kingdom,697.0,De Montfort University,40.552
2025,United Kingdom,698.0,London South Bank University,40.5505
2025,United Kingdom,706.0,Ulster University,40.333
2025,United Kingdom,709.0,University of Brighton,40.284
2025,United Kingdom,721.0,Coventry University,39.94650000000001
2025,United Kingdom,740.0,University of Hertfordshire,39.5355
2025,United Kingdom,775.0,London Metropolitan University,38.667
2025,United Kingdom,780.0,University of Derby,38.621
2025,United Kingdom,796.0,Oxford Brookes University,38.310500000000005
2025,United Kingdom,809.0,Teesside University,38.0085
2025,United Kingdom,840.0,University of Salford,37.4615
2025,United Kingdom,852.0,University of Roehampton,37.271
2025,United Kingdom,876.0,Leeds Beckett University,36.873
2025,United Kingdom,891.0,Glasgow Caledonian University,36.4515
2025,United Kingdom,896.0,University of Westminster,36.418
2025,United Kingdom,899.0,The Open University,36.3565
2025,United Kingdom,908.0,Birmingham City University,36.187
2025,United Kingdom,916.0,University of Wolverhampton,35.991499999999995
2025,United Kingdom,944.0,Robert Gordon University,35.5225
2025,United Kingdom,959.0,Kingston University,35.086
2025,United Kingdom,967.0,Sheffield Hallam University,34.98349999999999
2025,United Kingdom,996.0,University of Central Lancashire,34.537
2025,United Kingdom,1047.0,University of Bedfordshire,33.4335
2025,United Kingdom,1075.0,Edge Hill University,32.9275
2025,United Kingdom,1106.0,University of Gloucestershire,32.3325
2025,United Kingdom,1107.0,University of East London,32.327
2025,United Kingdom,1118.0,University of West London,32.1435
2025,United Kingdom,1195.0,Cardiff Metropolitan University,30.6875
2025,United Kingdom,1214.0,Canterbury Christ Church University,30.3725
2025,United Kingdom,1262.0,University of Staffordshire,29.46
2025,United Kingdom,1286.0,University of Winchester,29.122
2025,United Kingdom,1327.0,University of South Wales,28.3455
2025,United Kingdom,1341.0,University of Northampton,28.0455
2025,United Kingdom,1443.0,University of Sunderland,26.3235
2025,United Kingdom,1485.0,University of Worcester,25.492500000000003
2025,United Kingdom,1540.0,University of Chester,24.5895
2016,Canada,19.0,University of Toronto,83.9
2016,Canada,34.0,University of British Columbia,75.3
2016,Canada,38.0,McGill University,72.6
2016,Canada,94.0,McMaster University,58.8
2016,Canada,115.0,Université de Montréal,57.0
2016,Canada,139.0,University of Alberta,54.7
2016,Canada,179.0,University of Waterloo,50.3
2016,Canada,205.0,University of Calgary,48.07749999999999
2016,Canada,219.0,University of Ottawa,46.870000000000005
2016,Canada,234.0,Western University,46.0125
2016,Canada,238.0,Université Laval,45.6425
2016,Canada,245.0,University of Victoria,45.06
2016,Canada,249.0,Dalhousie University,44.63
2016,Canada,263.0,Queen’s University,43.77499999999999
2016,Canada,268.0,Simon Fraser University,43.2225
2016,Canada,349.0,York University,38.225
2016,Canada,368.0,University of Guelph,37.185
2016,Canada,379.0,University of Manitoba,36.49
2016,Canada,436.0,University of Saskatchewan,33.410000000000004
2016,Canada,460.0,Université du Québec à Montréal,31.8175
2016,Canada,485.0,Concordia University,30.3075
2016,Canada,524.0,Carleton University,28.1275
2016,Canada,550.0,Université de Sherbrooke,26.645
2016,Canada,559.0,Memorial University of Newfoundland,26.055
2016,Canada,595.0,University of Regina,24.1175
2017,Canada,22.0,University of Toronto,82.9325
2017,Canada,36.0,University of British Columbia,75.90750000000001
2017,Canada,42.0,McGill University,73.07750000000001
2017,Canada,103.0,Université de Montréal,59.6675
2017,Canada,107.0,University of Alberta,59.455
2017,Canada,113.0,McMaster University,58.727500000000006
2017,Canada,175.0,University of Waterloo,52.8875
2017,Canada,197.0,University of Calgary,50.9525
2017,Canada,206.0,Western University,50.1875
2017,Canada,235.0,Simon Fraser University,47.69499999999999
2017,Canada,254.0,Queen’s University,46.27499999999999
2017,Canada,263.0,Dalhousie University,46.0175
2017,Canada,266.0,Université Laval,45.73
2017,Canada,289.0,University of Ottawa,44.4025
2017,Canada,302.0,University of Victoria,43.225
2017,Canada,318.0,York University,42.53750000000001
2017,Canada,400.0,University of Guelph,37.6675
2017,Canada,405.0,University of Saskatchewan,37.365
2017,Canada,428.0,University of Manitoba,36.7
2017,Canada,455.0,Université du Québec à Montréal,34.8675
2017,Canada,511.0,Concordia University,32.24
2017,Canada,560.0,Memorial University of Newfoundland,30.095
2017,Canada,570.0,Université de Sherbrooke,29.4725
2017,Canada,574.0,Carleton University,29.3175
2017,Canada,597.0,University of Regina,27.8475
2017,Canada,741.0,University of Windsor,21.425
2018,Canada,23.0,University of Toronto,82.76999999999998
2018,Canada,34.0,University of British Columbia,76.2
2018,Canada,42.0,McGill University,73.2275
2018,Canada,78.0,McMaster University,63.392500000000005
2018,Canada,108.0,Université de Montréal,59.5925
2018,Canada,120.0,University of Alberta,58.615
2018,Canada,209.0,University of Waterloo,51.225
2018,Canada,211.0,University of Calgary,51.1375
2018,Canada,214.0,Western University,51.04249999999999
2018,Canada,234.0,University of Ottawa,49.785
2018,Canada,254.0,Simon Fraser University,48.2475
2018,Canada,263.0,Queen’s University,47.5275
2018,Canada,267.0,Université Laval,47.3875
2018,Canada,291.0,Dalhousie University,45.9775
2018,Canada,349.0,University of Victoria,42.4575
2018,Canada,352.0,York University,42.2625
2018,Canada,442.0,University of Manitoba,37.74
2018,Canada,470.0,University of Saskatchewan,36.545
2018,Canada,539.0,Université du Québec,33.34
2018,Canada,547.0,Carleton University,33.21000000000001
2018,Canada,548.0,Université de Sherbrooke,33.175
2018,Canada,556.0,Memorial University of Newfoundland,32.94
2018,Canada,561.0,Concordia University,32.63249999999999
2018,Canada,737.0,University of Regina,24.3325
2018,Canada,741.0,University of Northern British Columbia (UNBC),24.2025
2018,Canada,770.0,University of Windsor,22.9525
2019,Canada,21.0,University of Toronto,83.93749999999999
2019,Canada,37.0,University of British Columbia,75.97500000000001
2019,Canada,46.0,McGill University,73.7025
2019,Canada,78.0,McMaster University,64.325
2019,Canada,90.0,Université de Montréal,63.0125
2019,Canada,132.0,University of Alberta,58.55499999999999
2019,Canada,178.0,University of Ottawa,54.855
2019,Canada,193.0,Western University,53.995
2019,Canada,200.0,University of Calgary,53.06749999999999
2019,Canada,249.0,University of Waterloo,49.6225
2019,Canada,275.0,Université Laval,48.05250000000001
2019,Canada,276.0,Simon Fraser University,48.035
2019,Canada,283.0,Queen’s University,47.775
2019,Canada,291.0,Dalhousie University,47.4675
2019,Canada,351.0,University of Victoria,44.0125
2019,Canada,376.0,York University,42.77
2019,Canada,406.0,University of Manitoba,41.435
2019,Canada,466.0,University of Saskatchewan,38.767500000000005
2019,Canada,517.0,Memorial University of Newfoundland,36.53
2019,Canada,530.0,University of Guelph,36.165
2019,Canada,541.0,Carleton University,35.6075
2019,Canada,612.0,Université de Sherbrooke,33.044999999999995
2019,Canada,626.0,Concordia University,32.4875
2019,Canada,637.0,University of Windsor,31.887499999999992
2019,Canada,653.0,Université du Québec,30.955
2019,Canada,750.0,University of Regina,27.7275
2019,Canada,890.0,University of Northern British Columbia (UNBC),22.6025
2020,Canada,18.0,University of Toronto,85.525
2020,Canada,34.0,University of British Columbia,76.335
2020,Canada,42.0,McGill University,74.33
2020,Canada,72.0,McMaster University,65.37249999999999
2020,Canada,85.0,Université de Montréal,63.3475
2020,Canada,136.0,University of Alberta,58.175
2020,Canada,141.0,University of Ottawa,57.84
2020,Canada,209.0,Western University,53.1675
2020,Canada,211.0,University of Calgary,52.8325
2020,Canada,240.0,University of Waterloo,50.45499999999999
2020,Canada,260.0,Queen’s University,49.185
2020,Canada,272.0,Dalhousie University,48.55499999999999
2020,Canada,274.0,Université Laval,48.53
2020,Canada,275.0,Simon Fraser University,48.47749999999999
2020,Canada,373.0,University of Manitoba,43.5275
2020,Canada,418.0,York University,41.71
2020,Canada,450.0,University of Victoria,40.5425
2020,Canada,460.0,University of Saskatchewan,40.19499999999999
2020,Canada,537.0,Carleton University,37.4275
2020,Canada,558.0,Memorial University of Newfoundland,36.5125
2020,Canada,560.0,University of Guelph,36.4425
2020,Canada,608.0,University of Windsor,35.0525
2020,Canada,611.0,Concordia University,34.95
2020,Canada,641.0,Université de Sherbrooke,33.870000000000005
2020,Canada,676.0,Université du Québec,32.3725
2020,Canada,741.0,Toronto Metropolitan University,30.035
2020,Canada,748.0,Lakehead University,29.837499999999995
2020,Canada,779.0,University of Regina,28.87
2020,Canada,827.0,University of Northern British Columbia (UNBC),27.6075
2020,Canada,1067.0,University of Lethbridge,20.602500000000003
2021,Canada,18.0,University of Toronto,86.03
2021,Canada,34.0,University of British Columbia,76.38000000000001
2021,Canada,40.0,McGill University,75.14
2021,Canada,69.0,McMaster University,67.45249999999999
2021,Canada,73.0,Université de Montréal,65.61
2021,Canada,132.0,University of Alberta,58.87500000000001
2021,Canada,146.0,University of Ottawa,57.99249999999999
2021,Canada,201.0,University of Calgary,54.3375
2021,Canada,204.0,Western University,54.0975
2021,Canada,233.0,University of Waterloo,51.41
2021,Canada,259.0,Université Laval,50.1225
2021,Canada,273.0,Simon Fraser University,49.23499999999999
2021,Canada,274.0,Queen’s University,49.1475
2021,Canada,292.0,Dalhousie University,48.227500000000006
2021,Canada,352.0,University of Manitoba,45.48499999999999
2021,Canada,393.0,University of Victoria,43.815
2021,Canada,455.0,York University,41.43
2021,Canada,484.0,University of Saskatchewan,40.3475
2021,Canada,554.0,Memorial University of Newfoundland,38.120000000000005
2021,Canada,582.0,University of Guelph,37.0625
2021,Canada,591.0,Carleton University,36.6975
2021,Canada,609.0,University of Windsor,36.12499999999999
2021,Canada,632.0,Concordia University,35.425000000000004
2021,Canada,703.0,Université du Québec,33.1225
2021,Canada,774.0,Lakehead University,30.9975
2021,Canada,787.0,Toronto Metropolitan University,30.6
2021,Canada,813.0,University of Regina,29.865
2021,Canada,850.0,University of New Brunswick UNB,28.7625
2021,Canada,919.0,University of Northern British Columbia (UNBC),27.085
2021,Canada,1165.0,University of Lethbridge,20.4425
2022,Canada,18.0,University of Toronto,87.1725
2022,Canada,37.0,University of British Columbia,75.80250000000001
2022,Canada,44.0,McGill University,73.425
2022,Canada,80.0,McMaster University,65.24
2022,Canada,88.0,Université de Montréal,63.665
2022,Canada,125.0,University of Alberta,59.525
2022,Canada,163.0,University of Ottawa,56.69749999999999
2022,Canada,202.0,Western University,53.875
2022,Canada,210.0,University of Calgary,53.42
2022,Canada,230.0,University of Waterloo,51.66
2022,Canada,234.0,Simon Fraser University,51.3925
2022,Canada,271.0,Université Laval,49.405
2022,Canada,289.0,Queen’s University,48.76999999999999
2022,Canada,297.0,Dalhousie University,48.1975
2022,Canada,329.0,University of Victoria,46.775
2022,Canada,348.0,University of Manitoba,46.2125
2022,Canada,436.0,York University,42.77
2022,Canada,508.0,University of Saskatchewan,40.6325
2022,Canada,590.0,University of Guelph,38.455000000000005
2022,Canada,611.0,Carleton University,37.6375
2022,Canada,645.0,University of Windsor,36.41
2022,Canada,676.0,Concordia University,35.3825
2022,Canada,680.0,University of Regina,35.150000000000006
2022,Canada,700.0,Memorial University of Newfoundland,34.542500000000004
2022,Canada,711.0,Ontario Tech University,34.205
2022,Canada,742.0,University of New Brunswick UNB,33.2625
2022,Canada,752.0,Université du Québec,32.87
2022,Canada,838.0,Lakehead University,31.06
2022,Canada,850.0,Toronto Metropolitan University,30.7925
2022,Canada,913.0,University of Northern British Columbia (UNBC),29.32
2022,Canada,1002.0,St Francis Xavier University,27.18
2022,Canada,1277.0,University of Lethbridge,20.5575
2023,Canada,18.0,University of Toronto,87.385
2023,Canada,40.0,University of British Columbia,75.7475
2023,Canada,46.0,McGill University,72.9825
2023,Canada,85.0,McMaster University,65.11999999999999
2023,Canada,111.0,Université de Montréal,62.295
2023,Canada,118.0,University of Alberta,61.0775
2023,Canada,137.0,University of Ottawa,58.49249999999999
2023,Canada,209.0,University of Waterloo,54.005
2023,Canada,216.0,Western University,53.62750000000001
2023,Canada,217.0,University of Calgary,53.4025
2023,Canada,269.0,Simon Fraser University,50.46999999999999
2023,Canada,274.0,Université Laval,50.2575
2023,Canada,300.0,Queen’s University,48.8925
2023,Canada,321.0,University of Victoria,47.8225
2023,Canada,323.0,Dalhousie University,47.78999999999999
2023,Canada,355.0,University of Manitoba,46.87
2023,Canada,422.0,York University,44.260000000000005
2023,Canada,504.0,University of Saskatchewan,42.0475
2023,Canada,600.0,University of Guelph,39.2575
2023,Canada,656.0,University of Windsor,37.45749999999999
2023,Canada,668.0,Carleton University,37.21
2023,Canada,702.0,Concordia University,36.32
2023,Canada,709.0,University of Regina,36.0975
2023,Canada,713.0,Memorial University of Newfoundland,35.972500000000004
2023,Canada,756.0,University of New Brunswick UNB,34.83
2023,Canada,765.0,Ontario Tech University,34.6225
2023,Canada,800.0,Université du Québec,33.974999999999994
2023,Canada,906.0,Lakehead University,31.5725
2023,Canada,909.0,Toronto Metropolitan University,31.5375
2023,Canada,985.0,University of Northern British Columbia (UNBC),30.1175
2023,Canada,1387.0,University of Lethbridge,20.5675
2024,Canada,21.0,University of Toronto,88.63799999999999
2024,Canada,41.0,University of British Columbia,77.9945
2024,Canada,49.0,McGill University,75.967
2024,Canada,104.0,McMaster University,66.24549999999999
2024,Canada,109.0,University of Alberta,65.943
2024,Canada,113.0,Université de Montréal,65.7445
2024,Canada,159.0,University of Waterloo,61.68549999999999
2024,Canada,177.0,University of Ottawa,60.2125
2024,Canada,224.0,Western University,57.4065
2024,Canada,227.0,University of Calgary,57.2255
2024,Canada,268.0,Université Laval,54.822500000000005
2024,Canada,272.0,Simon Fraser University,54.661
2024,Canada,297.0,Queen’s University,53.2325
2024,Canada,339.0,Dalhousie University,51.4705
2024,Canada,365.0,University of Victoria,50.380500000000005
2024,Canada,367.0,University of Saskatchewan,50.30349999999999
2024,Canada,377.0,York University,49.9515
2024,Canada,394.0,University of Manitoba,49.2585
2024,Canada,432.0,University of Guelph,47.9365
2024,Canada,501.0,Université du Québec,45.33599999999999
2024,Canada,508.0,Concordia University,45.0855
2024,Canada,520.0,Carleton University,44.625
2024,Canada,558.0,University of Windsor,43.3565
2024,Canada,560.0,Memorial University of Newfoundland,43.243
2024,Canada,606.0,University of New Brunswick UNB,41.78099999999999
2024,Canada,676.0,Toronto Metropolitan University,39.779
2024,Canada,728.0,Ontario Tech University,38.662
2024,Canada,819.0,University of Regina,36.545
2024,Canada,942.0,Lakehead University,33.959999999999994
2024,Canada,992.0,University of Northern British Columbia (UNBC),32.8125
2024,Canada,1364.0,University of Lethbridge,25.4265
2025,Canada,21.0,University of Toronto,88.295
2025,Canada,41.0,University of British Columbia,77.79599999999999
2025,Canada,45.0,McGill University,76.66000000000001
2025,Canada,116.0,University of Alberta,65.232
2025,Canada,119.0,McMaster University,65.18199999999999
2025,Canada,125.0,Université de Montréal,64.2435
2025,Canada,163.0,University of Waterloo,60.91999999999999
2025,Canada,193.0,University of Ottawa,59.248
2025,Canada,220.0,University of Calgary,57.6235
2025,Canada,226.0,Western University,57.37649999999999
2025,Canada,293.0,Université Laval,54.01599999999999
2025,Canada,304.0,Simon Fraser University,53.567
2025,Canada,311.0,University of Victoria,53.1205
2025,Canada,318.0,Queen’s University,52.6555
2025,Canada,349.0,Dalhousie University,51.1085
2025,Canada,374.0,University of Saskatchewan,50.2495
2025,Canada,416.0,York University,48.7925
2025,Canada,421.0,University of Guelph,48.591
2025,Canada,461.0,University of Manitoba,47.25749999999999
2025,Canada,506.0,Memorial University of Newfoundland,45.663
2025,Canada,536.0,Université du Québec,44.709
2025,Canada,537.0,Concordia University,44.707
2025,Canada,545.0,University of Windsor,44.585
2025,Canada,594.0,Carleton University,43.524
2025,Canada,691.0,University of New Brunswick UNB,40.7075
2025,Canada,709.0,Toronto Metropolitan University,40.284
2025,Canada,806.0,University of Regina,38.11449999999999
2025,Canada,817.0,Ontario Tech University,37.8355
2025,Canada,997.0,Wilfrid Laurier University,34.516
2025,Canada,1015.0,Lakehead University,34.019
2025,Canada,1081.0,University of Northern British Columbia (UNBC),32.815
2025,Canada,1247.0,St Francis Xavier University,29.779
2025,Canada,1517.0,University of Lethbridge,24.919500000000003
2016,Jordan,743.0,Jordan University of Science and Technology,17.15
2016,Jordan,776.0,The University of Jordan,15.0975
2017,Jordan,633.0,Jordan University of Science and Technology,25.97
2017,Jordan,863.0,The University of Jordan,16.265
2017,Jordan,909.0,The Hashemite University,14.692499999999995
2018,Jordan,482.0,Jordan University of Science and Technology,36.025
2018,Jordan,938.0,The University of Jordan,17.55
2018,Jordan,1062.0,The Hashemite University,12.86
2019,Jordan,389.0,Jordan University of Science and Technology,42.0825
2019,Jordan,988.0,The University of Jordan,19.225
2019,Jordan,1141.0,Yarmouk University,15.09
2019,Jordan,1216.0,The Hashemite University,12.835
2020,Jordan,385.0,Jordan University of Science and Technology,43.1175
2020,Jordan,866.0,Al-Balqa Applied University,26.5725
2020,Jordan,903.0,The University of Jordan,25.3425
2020,Jordan,1291.0,Yarmouk University,14.982499999999998
2020,Jordan,1305.0,The Hashemite University,14.607499999999998
2021,Jordan,403.0,Jordan University of Science and Technology,43.4275
2021,Jordan,770.0,Al-Balqa Applied University,31.052499999999995
2021,Jordan,830.0,The University of Jordan,29.475
2021,Jordan,1372.0,Yarmouk University,16.3375
2021,Jordan,1420.0,The Hashemite University,15.3175
2022,Jordan,424.0,Jordan University of Science and Technology,43.225
2022,Jordan,822.0,The University of Jordan,31.415
2022,Jordan,905.0,Al-Balqa Applied University,29.5825
2022,Jordan,1248.0,Yarmouk University,21.12
2022,Jordan,1383.0,The Hashemite University,18.475
